Taxa	Genotype	Country	Date
DQ988076.1	HCV-4	Egypt	2006
DQ988075.1	HCV-4	Egypt	2006
DQ988074.1	HCV-4	Egypt	2006
DQ988073.1	HCV-4	Egypt	2006
DQ430820.1	HCV-3	United States	2002
DQ430819.1	HCV-3	United States	2000
DQ430817.1	HCV-2	United States	2004
DQ430815.1	HCV-2	United States	1999
DQ430813.1	HCV-1	United States	2003
DQ430811.1	HCV-1	United States	2002
AY956469.1	HCV-1	United States	2002
AY956468.1	HCV-1	United States	2002
AY956467.1	HCV-3	United States	2002
AY956466.1	HCV-1	United States	2002
AY956465.1	HCV-1	United States	2002
AY956464.1	HCV-1	United States	2002
AY956463.1	HCV-1	United States	2002
AB828704.1	HCV-1	Japan	2005
AB828703.1	HCV-1	Japan	2005
AB828702.1	HCV-1	Japan	2005
AB828701.1	HCV-1	Japan	1998
AB828700.1	HCV-1	Japan	1998
AB828699.1	HCV-1	Japan	1998
AB795432.3	HCV-4	Japan	2012
AB690461.1	HCV-2	Japan	2011
AB690460.1	HCV-2	Japan	2011
AB677533.1	HCV-1	Japan	2011
AB677532.1	HCV-1	Japan	2010
AB677531.1	HCV-1	Japan	2003
AB677530.1	HCV-1	Japan	1998
AB677529.1	HCV-1	Japan	1997
AB677528.1	HCV-1	Japan	2010
AB677527.1	HCV-1	Japan	1993
AB622121.1	HCV-1	Japan	2010
AB558135.2	HCV-1	Japan	2005
AB429050.1	HCV-1	Japan	1991
